state	edge_type	consumer_or_authority	producer_or_projection	detail
final	build-membership	config/source_owners.tsv	src/backend/cuda/backend.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/capability.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/errors.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/families/deepseek_v4.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/graph.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/info.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/kernels.cu	cuda-ptx
final	build-membership	config/source_owners.tsv	src/backend/cuda/moe.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/ops.c	libyvex
final	build-membership	config/source_owners.tsv	src/backend/cuda/private.h	interface
