state	edge_type	consumer_or_authority	producer_or_projection	detail
baseline	link	src/backend/cuda/backend.c	src/backend/cuda/tensor.c	yvex_cuda_tensor_alloc
baseline	link	src/backend/cuda/backend.c	src/backend/cuda/tensor.c	yvex_cuda_tensor_copy
baseline	link	src/backend/cuda/backend.c	src/backend/cuda/tensor.c	yvex_cuda_tensor_free
baseline	link	src/backend/cuda/backend.c	src/backend/cuda/tensor.c	yvex_cuda_tensor_read
baseline	link	src/backend/cuda/backend.c	src/backend/cuda/tensor.c	yvex_cuda_tensor_write
baseline	link	src/backend/cuda/backend.c	src/core/status.c	yvex_core_allocate
baseline	link	src/backend/cuda/backend.c	src/core/status.c	yvex_core_strdup
baseline	link	src/backend/cuda/backend.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/backend/cuda/backend.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/backend.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/backend.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/capability.c	src/backend/core.c	yvex_backend_capability_reason_name
baseline	link	src/backend/cuda/capability.c	src/backend/core.c	yvex_backend_operation_variant_name
baseline	link	src/backend/cuda/capability.c	src/backend/core.c	yvex_backend_query_capability
baseline	link	src/backend/cuda/capability.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/capability.c	src/backend/cuda/graph.c	yvex_cuda_capture_active
baseline	link	src/backend/cuda/capability.c	src/backend/cuda/graph.c	yvex_cuda_graph_kernel_capture
baseline	link	src/backend/cuda/capability.c	src/backend/cuda/graph.c	yvex_cuda_launch_stream
baseline	link	src/backend/cuda/capability.c	src/backend/cuda/info.c	yvex_cuda_set_current
baseline	link	src/backend/cuda/capability.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/capability.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/backend/cuda/capability.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/backend/cuda/capability.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/backend/cuda/capability.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/backend/cuda/capability.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/backend/cuda/capability.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/capability.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/capability.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/errors.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/errors.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/core.c	yvex_backend_host_workspace_summary_get
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/core.c	yvex_backend_resident_resolve
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/core.c	yvex_backend_state_residency_resolve
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/backend.c	yvex_cuda_timing
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/capability.c	yvex_cuda_require_capability
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/capability.c	yvex_cuda_synchronize
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/graph.c	yvex_cuda_attention_graph_key
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/graph.c	yvex_cuda_capture_active
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/graph.c	yvex_cuda_graph_execute
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/graph.c	yvex_cuda_launch_stream
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/info.c	yvex_cuda_set_current
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/ops.c	yvex_cuda_activation_copy
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/ops.c	yvex_cuda_activation_pointer
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/ops.c	yvex_cuda_activation_views_valid
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/ops.c	yvex_cuda_attention_operations_get
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/backend/cuda/ops.c	yvex_cuda_work_cleanup
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/families/deepseek_v4.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/graph.c	src/backend/cuda/backend.c	yvex_cuda_timing
baseline	link	src/backend/cuda/graph.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/graph.c	src/backend/cuda/info.c	yvex_cuda_set_current
baseline	link	src/backend/cuda/graph.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/graph.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/backend/cuda/graph.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/backend/cuda/graph.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/backend/cuda/graph.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/backend/cuda/graph.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/backend/cuda/graph.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/backend/cuda/graph.c	src/core/status.c	yvex_core_allocate
baseline	link	src/backend/cuda/graph.c	src/core/status.c	yvex_core_monotonic_ns
baseline	link	src/backend/cuda/graph.c	src/core/status.c	yvex_core_strdup
baseline	link	src/backend/cuda/graph.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/graph.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/graph.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/info.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/info.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/info.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/info.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/moe.c	src/backend/core.c	yvex_backend_kind_of
baseline	link	src/backend/cuda/moe.c	src/backend/cuda/capability.c	yvex_cuda_synchronize
baseline	link	src/backend/cuda/moe.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/moe.c	src/backend/cuda/graph.c	yvex_cuda_launch_stream
baseline	link	src/backend/cuda/moe.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/moe.c	src/backend/cuda/ops.c	yvex_cuda_attention_operations_get
baseline	link	src/backend/cuda/moe.c	src/backend/cuda/ops.c	yvex_cuda_work_cleanup
baseline	link	src/backend/cuda/moe.c	src/core/status.c	yvex_core_allocate
baseline	link	src/backend/cuda/moe.c	src/core/status.c	yvex_core_monotonic_ns
baseline	link	src/backend/cuda/moe.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/moe.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_host_workspace_acquire
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_host_workspace_summary_get
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_memory_can_add
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_nth_root
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_tensor_same_shape
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_validate_attention
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_validate_embed
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_validate_matmul
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_validate_mlp
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_validate_rms_norm
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_validate_rope
baseline	link	src/backend/cuda/ops.c	src/backend/core.c	yvex_backend_workspace_acquire
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/capability.c	yvex_cuda_deferred_release_drain
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/capability.c	yvex_cuda_launch
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/capability.c	yvex_cuda_require_capability
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/capability.c	yvex_cuda_synchronize
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/capability.c	yvex_cuda_temporary_free
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/graph.c	yvex_cuda_capture_active
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/graph.c	yvex_cuda_graph_kernel_update
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/graph.c	yvex_cuda_launch_stream
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/info.c	yvex_cuda_set_current
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/ops.c	src/backend/cuda/info.c	yvex_cuda_tensor_ptr
baseline	link	src/backend/cuda/ops.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/backend/cuda/ops.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/backend/cuda/ops.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/backend/cuda/ops.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/ops.c	src/core/status.c	yvex_error_code
baseline	link	src/backend/cuda/ops.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/ops.c	src/core/status.c	yvex_error_setf
baseline	link	src/backend/cuda/ops.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/backend/cuda/ops.c	src/gguf/qtype.c	yvex_gguf_qtype_storage_bytes
baseline	link	src/backend/cuda/ops.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/backend/cuda/ops.c	src/graph/memory_plan.c	yvex_attention_workspace_recipe_seal
baseline	link	src/backend/cuda/qtype.c	src/backend/core.c	yvex_backend_resident_resolve
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/capability.c	yvex_cuda_deferred_release_drain
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/capability.c	yvex_cuda_launch
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/capability.c	yvex_cuda_require_capability
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/capability.c	yvex_cuda_synchronize
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/info.c	yvex_cuda_set_current
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/ops.c	yvex_cuda_work_allocate
baseline	link	src/backend/cuda/qtype.c	src/backend/cuda/ops.c	yvex_cuda_work_cleanup
baseline	link	src/backend/cuda/qtype.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/backend/cuda/qtype.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/qtype.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/cuda/qtype.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/backend/cuda/qtype.c	src/gguf/qtype.c	yvex_gguf_qtype_tensor_storage
baseline	link	src/backend/cuda/qtype.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/backend/cuda/tensor.c	src/backend/core.c	yvex_backend_tensor_copy_validate
baseline	link	src/backend/cuda/tensor.c	src/backend/core.c	yvex_backend_tensor_rw_validate
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/capability.c	yvex_cuda_deferred_release_drain
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/capability.c	yvex_cuda_require_capability
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/capability.c	yvex_cuda_synchronize
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/capability.c	yvex_cuda_temporary_free
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/errors.c	yvex_cuda_status
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/info.c	yvex_cuda_refresh_memory_info
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/info.c	yvex_cuda_set_current
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/info.c	yvex_cuda_state
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/info.c	yvex_cuda_tensor_ptr
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/ops.c	yvex_cuda_work_allocate
baseline	link	src/backend/cuda/tensor.c	src/backend/cuda/ops.c	yvex_cuda_work_cleanup
baseline	link	src/backend/cuda/tensor.c	src/core/status.c	yvex_core_allocate
baseline	link	src/backend/cuda/tensor.c	src/core/status.c	yvex_core_strdup
baseline	link	src/backend/cuda/tensor.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/cuda/tensor.c	src/core/status.c	yvex_error_set
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_close
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_get_device_info
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_get_memory_stats
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_open
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_query_capability
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_status_of
baseline	link	src/backend/report.c	src/backend/core.c	yvex_backend_supports
baseline	link	src/backend/report.c	src/core/status.c	yvex_error_clear
baseline	link	src/backend/report.c	src/core/status.c	yvex_error_message
baseline	link	src/backend/report.c	src/core/status.c	yvex_error_set
baseline	link	src/core/fs.c	src/core/status.c	yvex_core_allocate
baseline	link	src/core/fs.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/core/fs.c	src/core/status.c	yvex_error_clear
baseline	link	src/core/fs.c	src/core/status.c	yvex_error_is_set
baseline	link	src/core/fs.c	src/core/status.c	yvex_error_set
baseline	link	src/core/fs.c	src/core/status.c	yvex_error_setf
baseline	link	src/core/json.c	src/core/status.c	yvex_core_allocate
baseline	link	src/core/json.c	src/core/status.c	yvex_error_set
baseline	link	src/core/json.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/conversion.c	src/artifact/core.c	yvex_artifact_close
baseline	link	src/gguf/conversion.c	src/artifact/core.c	yvex_artifact_open
baseline	link	src/gguf/conversion.c	src/backend/core.c	yvex_backend_close
baseline	link	src/gguf/conversion.c	src/backend/cpu.c	yvex_backend_open_cpu
baseline	link	src/gguf/conversion.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/conversion.c	src/core/status.c	yvex_core_strdup
baseline	link	src/gguf/conversion.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/conversion.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/conversion.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/conversion.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/conversion.c	src/gguf/core.c	yvex_gguf_close
baseline	link	src/gguf/conversion.c	src/gguf/core.c	yvex_gguf_open
baseline	link	src/gguf/conversion.c	src/gguf/descriptor.c	yvex_artifact_name_suggest
baseline	link	src/gguf/conversion.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/gguf/conversion.c	src/gguf/quant_registry.c	yvex_qtype_support_by_name
baseline	link	src/gguf/conversion.c	src/gguf/quant_registry.c	yvex_qtype_support_storage_supported
baseline	link	src/gguf/conversion.c	src/io/writer.c	yvex_file_json_write_string
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_tensor_role_name
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_tensor_table_at
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_tensor_table_close
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_tensor_table_count
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_tensor_table_find
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_tensor_table_from_gguf
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_weight_table_close
baseline	link	src/gguf/conversion.c	src/model/core.c	yvex_weight_table_materialize
baseline	link	src/gguf/conversion.c	src/source/native_weights.c	yvex_native_weight_table_at
baseline	link	src/gguf/conversion.c	src/source/native_weights.c	yvex_native_weight_table_close
baseline	link	src/gguf/conversion.c	src/source/native_weights.c	yvex_native_weight_table_count
baseline	link	src/gguf/conversion.c	src/source/native_weights.c	yvex_native_weight_table_find
baseline	link	src/gguf/conversion.c	src/source/native_weights.c	yvex_native_weight_table_open
baseline	link	src/gguf/core.c	src/artifact/core.c	yvex_artifact_read_at
baseline	link	src/gguf/core.c	src/artifact/core.c	yvex_artifact_size
baseline	link	src/gguf/core.c	src/core/json.c	yvex_json_init
baseline	link	src/gguf/core.c	src/core/json.c	yvex_json_skip_value
baseline	link	src/gguf/core.c	src/core/json.c	yvex_json_space
baseline	link	src/gguf/core.c	src/core/json.c	yvex_json_string_dup
baseline	link	src/gguf/core.c	src/core/json.c	yvex_read_bounded_file
baseline	link	src/gguf/core.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/core.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/core.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/core.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/core.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/core.c	src/gguf/qtype.c	yvex_gguf_qtype_name
baseline	link	src/gguf/core.c	src/gguf/qtype.c	yvex_gguf_qtype_tensor_storage
baseline	link	src/gguf/core.c	src/gguf/reader.c	yvex_gguf_parse_result_reset
baseline	link	src/gguf/core.c	src/gguf/reader.c	yvex_gguf_reader_fail
baseline	link	src/gguf/core.c	src/gguf/reader.c	yvex_gguf_reader_options_default
baseline	link	src/gguf/descriptor.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/descriptor.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/descriptor.c	src/gguf/qtype.c	yvex_gguf_qtype_tensor_storage
baseline	link	src/gguf/descriptor.c	src/model/core.c	yvex_tensor_role_name
baseline	link	src/gguf/file_sink.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/file_sink.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/gguf/file_sink.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/gguf/file_sink.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/gguf/file_sink.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/file_sink.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/file_sink.c	src/gguf/quant_plan.c	yvex_quant_plan_binding
baseline	link	src/gguf/file_sink.c	src/gguf/quant_plan.c	yvex_quant_plan_decision_at
baseline	link	src/gguf/file_sink.c	src/gguf/quant_plan.c	yvex_quant_plan_summary_get
baseline	link	src/gguf/file_sink.c	src/gguf/quant_plan.c	yvex_quant_plan_transform_ir
baseline	link	src/gguf/file_sink.c	src/gguf/quant_sink.c	yvex_quant_digest_sink_adapter
baseline	link	src/gguf/file_sink.c	src/gguf/quant_sink.c	yvex_quant_digest_sink_create
baseline	link	src/gguf/file_sink.c	src/gguf/quant_sink.c	yvex_quant_digest_sink_finalize
baseline	link	src/gguf/file_sink.c	src/gguf/quant_sink.c	yvex_quant_digest_sink_owned_bytes
baseline	link	src/gguf/file_sink.c	src/gguf/quant_sink.c	yvex_quant_digest_sink_release
baseline	link	src/gguf/file_sink.c	src/gguf/writer.c	yvex_gguf_writer_plan_prefix
baseline	link	src/gguf/file_sink.c	src/gguf/writer.c	yvex_gguf_writer_plan_summary_get
baseline	link	src/gguf/file_sink.c	src/gguf/writer.c	yvex_gguf_writer_plan_tensor_at
baseline	link	src/gguf/file_sink.c	src/model/compilation/binding.c	yvex_transform_binding_range_at
baseline	link	src/gguf/file_sink.c	src/model/compilation/binding.c	yvex_transform_binding_terminal_operation
baseline	link	src/gguf/file_sink.c	src/model/compilation/ir.c	yvex_transform_ir_node_input_at
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_final
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_hex
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_hex_valid
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_init
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_update
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_update_text
baseline	link	src/gguf/imatrix.c	src/core/sha256.c	yvex_sha256_update_u64
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_core_strdup
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/imatrix.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_array
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_close
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_expect
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_fail
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_member
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_open
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_optional_comma
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_skip
baseline	link	src/gguf/imatrix.c	src/gguf/core.c	yvex_gguf_json_string
baseline	link	src/gguf/imatrix.c	src/gguf/quant_policy.c	yvex_quant_policy_close
baseline	link	src/gguf/imatrix.c	src/gguf/quant_policy.c	yvex_quant_policy_get_summary
baseline	link	src/gguf/imatrix.c	src/gguf/quant_policy.c	yvex_quant_policy_open
baseline	link	src/gguf/imatrix.c	src/io/writer.c	yvex_file_json_write_string
baseline	link	src/gguf/layout_integrity.c	src/artifact/core.c	yvex_artifact_read_at
baseline	link	src/gguf/layout_integrity.c	src/artifact/core.c	yvex_artifact_size
baseline	link	src/gguf/layout_integrity.c	src/artifact/core.c	yvex_artifact_snapshot_validate
baseline	link	src/gguf/layout_integrity.c	src/core/status.c	yvex_core_text_copy
baseline	link	src/gguf/layout_integrity.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/layout_integrity.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/layout_integrity.c	src/core/status.c	yvex_error_setf
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_alignment
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_metadata_find
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_reader_stats_view
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_tensor_at
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_tensor_count
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_tensor_data_offset
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_value_as_u64
baseline	link	src/gguf/layout_integrity.c	src/gguf/core.c	yvex_gguf_value_type_of
baseline	link	src/gguf/layout_integrity.c	src/gguf/qtype.c	yvex_gguf_qtype_tensor_storage
baseline	link	src/gguf/qtype.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/gguf/quant_block.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_block.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_block.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/gguf/quant_block.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/gguf/quant_block.c	src/gguf/quant_scalar.c	yvex_quant_bf16_decode
baseline	link	src/gguf/quant_block.c	src/gguf/quant_scalar.c	yvex_quant_bf16_encode
baseline	link	src/gguf/quant_block.c	src/gguf/quant_scalar.c	yvex_quant_e8m0_decode
baseline	link	src/gguf/quant_block.c	src/gguf/quant_scalar.c	yvex_quant_f16_decode
baseline	link	src/gguf/quant_block.c	src/gguf/quant_scalar.c	yvex_quant_f16_encode
baseline	link	src/gguf/quant_compute.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_compute.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_compute.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/gguf/quant_compute.c	src/gguf/quant_block.c	yvex_quant_decode_block
baseline	link	src/gguf/quant_compute.c	src/gguf/quant_registry.c	yvex_quant_numeric_capability_at
baseline	link	src/gguf/quant_execute.c	src/core/status.c	yvex_core_allocate
baseline	link	src/gguf/quant_execute.c	src/core/status.c	yvex_core_u64_add
baseline	link	src/gguf/quant_execute.c	src/core/status.c	yvex_core_u64_mul
baseline	link	src/gguf/quant_execute.c	src/core/status.c	yvex_error_clear
baseline	link	src/gguf/quant_execute.c	src/core/status.c	yvex_error_code
baseline	link	src/gguf/quant_execute.c	src/core/status.c	yvex_error_set
baseline	link	src/gguf/quant_execute.c	src/gguf/imatrix.c	yvex_imatrix_data_find
baseline	link	src/gguf/quant_execute.c	src/gguf/imatrix.c	yvex_imatrix_data_get_summary
baseline	link	src/gguf/quant_execute.c	src/gguf/imatrix.c	yvex_imatrix_data_read
baseline	link	src/gguf/quant_execute.c	src/gguf/imatrix.c	yvex_imatrix_data_validate
baseline	link	src/gguf/quant_execute.c	src/gguf/qtype.c	yvex_gguf_qtype_geometry_find
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_block.c	yvex_quant_decode_block
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_block.c	yvex_quant_encode_block
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_block.c	yvex_quant_encode_block_weighted
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_compute.c	yvex_quant_metrics_init
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_compute.c	yvex_quant_metrics_update
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_plan.c	yvex_quant_plan_binding
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_plan.c	yvex_quant_plan_decision_at
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_plan.c	yvex_quant_plan_summary_get
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_plan.c	yvex_quant_plan_transform_ir
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_scalar.c	yvex_quant_e8m0_decode
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_scalar.c	yvex_quant_f16_decode
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_scalar.c	yvex_quant_fp8_e4m3fn_decode
baseline	link	src/gguf/quant_execute.c	src/gguf/quant_scalar.c	yvex_quant_source_i64_decode
